date,text
2018-03-28 08:34:00.000,Ayo kita rame2 @LAPOR1708 @CommuterLine Jalur 5 TNG -DURI ke @OmbudsmanRI137 @YLKI_ID @kemenhub151 @KAI121 @RailinkARS @BudiKaryaS @KemenBUMN krn kebijakannya membahayakan nyawa penumpang CL jalur TNG - DURI. Tiap hari kl mo komplain mslh CL jgn lupa jg utk mention mereka trs.
2018-03-28 08:26:00.000,Kereta api bisa setajir skrg karena kontribusi para penumpang krl....ribuan penumpang diangkut setiap hari...jgn anak tirikan demi utk meningkatkan layanan krta bandara...jgn menyelesaikan masalah dgn menambah masalah baru
2018-03-28 08:21:00.000,Klo bukan fitnah dan itu kritik dgn fakta dilpangan harusnya ga masalah...cuma sulit klo berurusan hukum dgn BUMN....udh pasti kalah
2018-03-28 08:16:00.000,Laporkan ke @LAPOR1708
2018-03-28 08:08:00.000,Ada gak sanksi buat penerima laporan yg tidak menanggapi sebuah laporan? Harusnya dibikin juga UU pelecehan laporan.
2018-03-28 08:03:00.000,Terima kasih. Mari laporkan lewat jalur yang benar
2018-03-28 08:01:00.000,"Skrg harus hati2 kalo mau viralkan sesuatu krn manajemen @CommuterLine bisa menuntut kita pake UU ITE. Sebaiknya lewat jalur yg benar lapor ke @LAPOR1708  @OmbudsmanRI137  @YLKI_ID  @kemenhub151 . Kalo pny kenalan org penting boleh lah itu utk ""menjewer"" mrk agar kupingnya peka"
2018-03-28 00:21:00.000,Kepada Tuan Presiden @jokowi @wapres_ri @wiranto kami Mohon Berilah warga miskin ini KEADILAN DAN KEPASTIAN HUKUM . Cc @Gerindra @Official_PAN @WikiDPR2 @KomisiYudisial @KomnasHAM @ILC_tvOnenews @marierteman @LAPOR1708 pic.twitter.com/Snc0ku6xoi
2018-03-27 23:39:00.000,Kenapa kasus aduan saya 3 x 24 jam blom ada follow up?
2018-03-27 23:38:00.000,@KemenkeuRI @KemensetnegRI @tribunnews @CNNIndonesia tolong bantu solusi dana saldo yg tertahan di Uber penumpang yg akan segera bergabung dg Grab.
2018-03-27 23:36:00.000,Semoga Saldo Uber saya bisa juga @jokowi @detikcom @kemenhub151 @kemkominfo @Kemenkumham_RI @LAPOR1708 @KemenkeuRI @CNNIndonesia @detikcom @DivHumas_Polri @KemensetnegRI Plisss solusi gimana saldo Uber penumpang yg ada di aplikasi?
2018-03-27 21:18:00.000,Lebih penting proyek railink..
2018-03-27 20:54:00.000,Dear @kemenhub151 @LAPOR1708 nggak kepengen memantau Stasiun Duri bagian @CommuterLine ? Video2 dan foto2 udah banyak banget di Sosmed. Do some magical Bandung Bondowoso thing will you? Or at least rapid assessment followed by a proper policy. Please?
2018-03-27 20:03:00.000,@bank_indonesia @KPPU @ojkindonesia @YLKI_ID ada uang rupiah di masyarakat yang tertahan di @Uber_IDN yang akan di close dalam kurun kurang dari 2 minggu kedepan oleh Grab Holdings @GrabSG @GrabID @GrabMY karena adanya migrasi. Mohon difollow up segera ag
2018-03-27 19:56:00.000,Bagaimana dengan Universitas Hasanuddin (UNHAS) Makassar min? Kampus kami juga sdh terhubung dgn LAPOR! cc @hasanuddin_univ
2018-03-27 19:35:00.000,Selamat malam Saya ingin bertanya Apakah setelah rekaman e-KTP tidak bisa siap satu hari ya Apakah mesti menunggu 6Bulan dengan acuan resi .Kab.Simalungun.Sumut.discapilsimalungun .mohon tindak lanjuti Terimakasih@LAPOR1708
2018-03-27 19:31:00.000,[LIVE REPORT] Memasuki sesi pembahasan status dan kemajuan MoU pengelola LAPOR! bersama @kempanrb @KSPgoid @OmbudsmanRI137 . pic.twitter.com/TB4YAuzqNo
2018-03-27 19:23:00.000,Saat Bank lain berlomba rayu nasabah @BankBTNcoid usir #NasabahPrioritas Hebat!! @BTNBatara @btnproperti @KemenPU @bank_indonesia @ojkindonesia @YLKI_ID @LAPOR1708 #BTNProperti #RumahBaru #KPRBTNZero #PestaKPR #IPEX2018 #IndonesiaPropertiExpo #MaretTanpaMoratMarit #BankWakafMikro pic.twitter.com/vvCEw4Lwy1
2018-03-27 19:02:00.000,Sepertinya belum ada kelanjutanya. Nomor laporan juga tidak bisa dicek di website http:// lapor.go.id
2018-03-27 18:23:00.000,Gimana ni laporan saya udah 3 x 24 jam gak da penyelesaian? Kasus penipuan n kebohongan di Alfamart?
2018-03-27 17:51:00.000,PolisLife& AJB dihilangkn @BankBTNcoid MintaUrus AJB pngganti Memukul&Merusak HP @BTNBatara @btnproperti @KemenPU @bank_indonesia @ojkindonesia @YLKI_ID @LAPOR1708 #BTNProperti #RumahBaru #KPRBTNZero #PestaKPR #IPEX2018 #IndonesiaPropertiExpo #MaretTanpaMoratMarit #BankWakafMikro pic.twitter.com/0TgScJ2GDh
2018-03-27 17:35:00.000,Duh pak @aniesbaswedan @sandiuno @BPBDJakarta @LAPOR1708 kok gak ada pasukan orange or petugas yg nyedot air banjir sunter sih? Hujannya kan udh selesai dr jam tiga td. Dan yg hujan hny utara dan sebagian pusat saja kan? #banjirsunter
2018-03-27 16:55:00.000,Lurah. BABINSA DAN BIMAS.KEL. Tegal Alur Kec. Kalideres dlm rangka FINAL FUTSAL SD. SMP. SMA Tingkat Kelurahan. PP no. 13 2018 @kominfotikjb @KalideresPolsek @aniesbaswedan @BeritaJakarta @sandiuno @LAPOR1708 pic.twitter.com/osVi9r4W2f
2018-03-27 16:34:00.000,@detikcom @LAPOR1708 @jokowi @kemenhub151 @kemkominfo @Kemenkumham_RI @Uber @Uber_Support @KemenkeuRI Plisss bantu kami bagaimana nasib Saldo Pelanggan Uber? Gak mungkin habisin dalam seminggu? Saya saja 700 an rb mau Kemana habisin dlm seminggu? Tolong b
2018-03-27 16:28:00.000,@Uber @Uber_Support Please Uber Help Cuatomer in Indonesia. Uber Will Join Grab and How about Uber gift Card cuatomer in Indonesia? Pliss help us. We Need solution for our credit in Uber App in Indonesia cause in Indonesia Uber Will join Grab 080418
2018-03-27 15:24:00.000,@Kemendagri_RI @LAPOR1708 siup apakah perlu diperpanjang ?
2018-03-27 15:08:00.000,Tidak Ada Lampu Pju Di Jalan Perkebunan Pesantren http:// lapor.go.id/1953474 via @LAPOR1708
2018-03-27 14:56:00.000,*nunggu jawaban yang sama* gimana nasib uber credit pic.twitter.com/4deJBZLsVn
2018-03-27 14:09:00.000,NasabahPrioritasDiusir? AJB lost Pemukulan&pngrusakn HP @BankBTNcoid @BTNBatara @btnproperti @KemenPU @bank_indonesia @ojkindonesia @YLKI_ID @TulusAbadi @LAPOR1708 #BTNProperti #RumahBaru #KPRBTNZero #PestaKPR #IPEX2018 #IndonesiaPropertiExpo #MaretTanpaMoratMarit #BankWakafMikro pic.twitter.com/bZn6Uh9nSN
2018-03-27 14:07:00.000,Inikah kualitas BTN? AJB hilang Pemukulan&pngrusakan HP @BankBTNcoid @BTNBatara @btnproperti @KemenPU @bank_indonesia @ojkindonesia @YLKI_ID @TulusAbadi @LAPOR1708 #BTNProperti #RumahBaru #KPRBTNZero #PestaKPR #IPEX2018 #IndonesiaPropertiExpo #MaretTanpaMoratMarit #BankWakafMikro pic.twitter.com/Klbe3U6JtT
2018-03-27 14:04:00.000,"[LIVE REPORT] Sesi ""Penyampaian Kinerja Kompetensi dan Koordinasi Lembaga Pengelola SP4N-LAPOR!"" pic.twitter.com/V4rxNks1JF"
2018-03-27 13:24:00.000,Min sy DPt informasi transisi ini 1 minggu bagaimana cara habiskan saldo kredit 700 rb dlm 1 minggu? Mohon pengertiannya KLw tau begini sy tak kan isi banyak2 @jokowi @detikcom @LAPOR1708 @Uber_IDN @kemenhub151 @kemkominfo @Kemenkumham_RI @DivHumas_Polri
2018-03-27 12:24:00.000,Grab dan @Uber_IDN Mohon bantuannya kan saldo Uber Gift saya masih 700 an ribu n gak mungkin habis sampai tgl 8 April mohon kebijakannya sehingga tidak ada pihak2 yg dirugikan dg Akuisisi ini plisss help me @kemenhub151 @jokowi @LAPOR1708
2018-03-27 12:11:00.000,Cc @LAPOR1708 Kesini aja kaa semoga segera di respon pengaduannya @itsselvia Nggak cuma satu orang yg mengalaminya tentang pulsa @IndosatCare mendadak hilang bapak @herrysw pun mengalaminya. @YLKI_ID https:// twitter.com/itsselvia/stat us/978498685808996352 …
2018-03-27 12:05:00.000,@LAPOR1708 No 081273297810 an email ajarfuji021@gmail.com memaksa untuk memigrasi no YBS
2018-03-27 11:42:00.000,Mohon sangat penuntasan Amar putusan korban pejabat pakpak bharat ini. @LAPOR1708 @LaolyYasonna @GeneralMoeldoko @wiranto1947 pic.twitter.com/jUuFJ2Cr26
2018-03-27 11:22:00.000,Rapat Koordinasi Monitoring dan Evaluasi Pendampingan Pengelolaan SP4N-LAPOR! dihadiri oleh @kempanrb  @KSPgoid  dan @OmbudsmanRI137 pic.twitter.com/AJHuMH7N16
2018-03-27 11:18:00.000,@TelkomCare @LAPOR1708 sudah 3 hari ini dapat telp dari no 021-50200956 setiap diangkat selalu mati dan telpon tdk kenal waktu mohon no ini di blokir atau di investigate siapa dalangnya terimakasih
2018-03-27 10:49:00.000,[LIVE REPORT] Penyampaian pencapaian target LAPOR! selama tahun 2017 dan 2018 oleh Bapak Rosikin dari @kempanrb . pic.twitter.com/CLuX9xgair
2018-03-27 10:41:00.000,[LIVE REPORT] Pembukaan Rapat Koordinasi Monitoring dan Evaluasi Pendampingan Pengelolaan SP4N-LAPOR! oleh Asdep Pelayanan Publik @kempanrb . pic.twitter.com/BiPvoBClum
2018-03-27 08:14:00.000,baiknya #TimIndependent di ikut sertakan min @LAPOR1708 @jaka_sawaldi
2018-03-27 07:20:00.000,@gibransesunan Laporan Anda telah diteruskan. Pantau tindaklanjutnya di https:// lapor.go.id !1955283
2018-03-27 05:44:00.000,@mandiricare @bankmandiri  mohon pihak #bankmandiri dapat memberikan salinan refundnya melalui email yang saya berikan melalui DM  fyi @LAPOR1708 https:// twitter.com/mandiricare/st atus/978067331069878272 …
2018-03-27 05:41:00.000,@LAPOR1708 bagaimana dengan kelanjutan masalah ini tindaklanjutnya? pic.twitter.com/h2Na0TlXBH
2018-03-27 05:38:00.000,Bapak @fadlizon hanya datang bagaikan angin yg lewat sebagai wakil rakyat harusnya merakyat #korbanphkfreeport
2018-03-27 00:18:00.000,https:// twitter.com/wisnuukk/statu s/978149259278041089 … Ini enak bener jawabnya @TelkomPromo @TelkomCare Waktunya terbuang sia2 hanya buat restart modem apakah itu pelayanan pelanggan yang baik? @wisnuukk Harus di viralkan ampe rame ini @jokowi @kemkominfo @YLKI_ID @LAPOR1708 @detikcom @kompascom @dokterMade pic.twitter.com/RxW0CwVE5n
2018-03-26 21:35:00.000,@LAPOR1708 ko di diamkan saja https://www. facebook.com/Anak-PKI-16799 06715565719/ … termsuknya fp aktif tuh. sngt mreshkan @CCICPolri @jokowi @tni_ad @_TNIAU @Puspen_TNI #kitaindonesia
2018-03-26 21:19:00.000,"@LAPOR1708 Mohon ""bimbingan"" agar Kab.Pamekasan segera dibentuk pengelolaan pengaduan yang terintegrasi dengan @LAPOR1708 ."
2018-03-26 20:53:00.000,[Kami Terhubung: Provinsi DKI Jakarta] Halo rekan LAPOR! yang berada di Jakarta. Ayo sampaikan… https://www. instagram.com/p/Bgye88UFq2w/
2018-03-26 20:39:00.000,Respon lambat  Laporan sudah setahun Laporan Anda sedang kami verifikasi
2018-03-26 20:39:00.000,hati hati bertransaksi dengan akun penipu IG @hdgamingshop33 no WA 083139076828 @LAPOR1708 @DivHumas_Polri
2018-03-26 15:59:00.000,@gibransesunan Laporan Anda #1955283 telah kami terima dan saat ini dalam proses verifikasi.
2018-03-26 15:53:00.000,@rivaihidayat Terdapat tindaklanjut terbaru atas laporan Anda di https:// lapor.go.id !1951255
2018-03-26 15:28:00.000,@ElshintaBandung @PRFMnews @ridwankamil @LAPOR1708 @infobdg trotoar di spanjang Jl Sukahaji arah Gegerkalong kondisi selokan bnyk sampah&dangkal. Mohon dinas terkait mperbaiki disaat hujan besar pngdara motor sering menjadi korban karena meluap @pembdg @B
2018-03-26 15:25:00.000,@ElshintaBandung @PRFMnews @ridwankamil @LAPOR1708 @infobdg trotoar di spanjang Jl Sukahaji arah Gegerkalong kondisi selokan bnyk sampah&dangkal. Mohon dinas terkait mperbaiki disaat hujan besar pngdara motor sering menjadi korban karena meluap @pembdg @B
2018-03-26 15:20:00.000,@ElshintaBandung @PRFMnews @ridwankamil @LAPOR1708 @infobdg trotoar di sepanjang Jl Sukahaji arah Gegerkalong kondisi selokan kotor serta berbatu2 Mohon dinas terkait memperbaiki jgn sampai saat hujan besar pngdara motor sering menjadi korban @pembdg @BDG
2018-03-26 15:19:00.000,@ElshintaBandung @PRFMnews @ridwankamil @LAPOR1708 @infobdg trotoar di sepanjang Jl Sukahaji arah Gegerkalong membahayakantak layak dgn kondisi berbatu2&tak ada penutup selokan tolong dinas terkait memperbaiki jgn sampai menunggu korban. @pembdg @BDG_Comm
2018-03-26 14:43:00.000,https:// twitter.com/skullcmdr/stat us/978173680277532677 … @KPK_RI Mohon bantuannya ada pungli di sekolah negeri di Bandung berkedok tour kalau tidak mau ijazah di tahan tidak ada respon dari ditjen @Itjen_Kemdikbud @Kemdikbud_RI di BDG tolong di proses @dokterMade @LAPOR1708 @OmbudsmanRI137
2018-03-26 13:56:00.000,Silakan dukung @LAPOR1708 #216750 Sampah Menumpuk di Jelambar Utama Raya https://www. lapor.go.id/id/216750
2018-03-26 13:42:00.000,Nitip ini pak https://www. facebook.com/groups/hallopr esiden/permalink/863582773851390/ … @DivHumas_Polri @TMCPoldaMetro @PolriMultimedia @CCICPolri @LAPOR1708 @PDI_Perjuangan
2018-03-26 12:29:00.000,Terima kasih @menpangoid . Melalui Integrasi @LAPOR1708 dg SAMBAT Online semoga kita dapat memberikan pelayanan terbaik kepada masyarakat. https:// twitter.com/LAPOR1708/stat us/978126466939469824 …
2018-03-26 11:54:00.000,[Kami Terhubung: Kabupaten Kendal] Halo rekan LAPOR! yang berada di Kendal. Ayo sampaikan… https://www. instagram.com/p/BgxhQsQllTb/
2018-03-26 11:28:00.000,Terima kasih atas kunjungan@PemkotMalang. Semoga proses integrasi SP4N-LAPOR! dan Sambat Kota Malang dapat segera terwujud. pic.twitter.com/AdO1BsH5JO
2018-03-26 11:06:00.000,Mohon maaf mengenai hal ini sahabat dapat menghubungi Call Center Ponta di no telp 1500509 atau email ke cs@ponta.co.id. :) ^ad
2018-03-26 10:39:00.000,@Takviri @LAPOR1708 - Happy to have you in my community :) #thanks - #GrowTwitterFollowers https:// commun.it/?aid=thankyou2 37 …
2018-03-26 10:28:00.000,Kenapa di E-mail dan SMS @PontaID tidak respon? Ini kenapa kartu Ponta saya tak bisa login setelah pengaduan penipuan petugas Alfamart PD tanggal 24 march?
2018-03-26 10:05:00.000,@BOLTCare @BOLTClub #bolt4g lelet banget. #ciledug #tajur #15152 @MediaKonsumenID @YLKI_ID @kemkominfo @LAPOR1708 #cape #komplain pic.twitter.com/G8jOPVr6uM
2018-03-26 09:49:00.000,[LIVE REPORT] Rapat Integrasi SP4N-LAPOR! bersama Sambat Online Kota Malang di Kementerian PANRB. pic.twitter.com/lmZ84LSNpp
2018-03-26 09:25:00.000,@jokowi  @detik_jokowi  @LAPOR1708  @lokataru_id  @KomnasHAM  @KementerianESDM  @tempoekbis  @NajwaShihab  @KomisiIX  @DPR_RI Siapa kah yang bisa menolong kami jika semuany pura2 buta tuli untuk menyelesaikan masalah kami di manakeadilan buat kami...? #ko
2018-03-26 08:02:00.000,Laporin ja mas biar mereka jera aduan2 sy sj KLw dilaporkan ke pihak trans kayak angin lalu perlu peran @jokowi @aniesbaswedan @sandiuno @DKIJakarta @DivHumas_Polri @kemenhub151 @LAPOR1708 @qluesmartcity @detikcom agar pihak TransJakarta gk seenaknya!
2018-03-26 07:59:00.000,@jokowi @aniesbaswedan @sandiuno @DKIJakarta @detikcom @kemenhub151 @DivHumas_Polri @Kemenkumham_RI Lagi2 pelanggaran TransJakarta! Bener mas aduan2 sy ja gk jua ada follow up peran Pemerintah n penegak hukum Dimana ni? @LAPOR1708 #4TahunTransjakarta
2018-03-26 07:53:00.000,Sy td share 2 foto kondisi bus MB-1634 Bus kondisi netes air Dr AC membasahi penumpang n kursi! Mang gk da pengecekan sblm beroperasi kah? @jokowi @aniesbaswedan @sandiuno @DKIJakarta @qluesmartcity @LAPOR1708 @detikcom lg2 bus tak layak #4TahunTransjakarta
2018-03-26 07:47:00.000,@PT_TransJakarta @aniesbaswedan @sandiuno @DKIJakarta @qluesmartcity @LAPOR1708 @jokowi @detikcom Lagi2 bus dg kondisi tak layak beroperasi masa air menetes Dr AC ke kursi2 dg kondisi padat sesak namun tak da perhatian Dr petugas #4TahunTransjakarta pic.t
2018-03-26 07:26:00.000,@mandiricare @bankmandiri  10 hr sdh pulsa #simpati saya blm masuk dan sdh lwt 7 hari dari yg dijanjikan apa perlu saya menggugat #bankmandiri dg pasal penipuan konsumen sesuai dengan UU ITE saya tunggu 2x24 jam utk menyelesaikannya  fyi @LAPOR1708 https:
2018-03-26 06:52:00.000,coba ke @/ lapor1708
2018-03-26 00:54:00.000,Padahal harga tiket nya brp mas?
2018-03-25 23:18:00.000,Kenapa saya tidak bisa login lagi ke aplikasi kartu @PontaID saya? Ini kenapa ya?
2018-03-25 23:06:00.000,Kenapa kartu @PontaID saya gak bisa login lagi? Ini kenapa ya?
2018-03-25 23:04:00.000,Toilet KA Jayakarta Premium malam ini tidak ada air. Jorok sekali! @KAI121 @LAPOR1708 #lapor
2018-03-25 22:29:00.000,Kapan sekolah ikatan dinas tahun 2018 dibuka? @kempanrb @jokowi @KSPgoid @LAPOR1708
2018-03-25 18:21:00.000,Baik mohon ditunggu Sahabat. :) ^ad
2018-03-25 18:20:00.000,Baik mohon ditunggu Sahabat. :) ^ad
2018-03-25 17:41:00.000,Okay ditunggu Min. Semoga jd pembelajaran agar gak banyak masyarakat di rugikan KLw sy jeli bagaimana dg masyarakat yg tak jeli atau tak ambil pusing dg hal2 aneh n nipu di Alfamart? Sangat disayangkan saja Alfamart bisa berbuat demikian.
2018-03-25 17:38:00.000,Keluhan sudah kami sampaikan mohon menunggu dihubungi oleh pihak Alfamart Sahabat. :) ^ad
2018-03-25 17:37:00.000,Mohon maaf keluhan sudah kami sampaikan mohon menunggu dihubungi oleh pihak Alfamart Sahabat. :) ^ad
2018-03-25 17:26:00.000,Oya tolong cek jg PD struk malam itu yg pertama sy belanja 4 item tp total 3 item. Struk kedua sy belanja 6 item tp total 10 item di struk? Serta ada tulisan Anda mendapatkan Stamp fisik Alfamart VKB Intenner 1 Stamp tp Gak da juga? Makin banyak Nipu??
2018-03-25 16:28:00.000,Lapor @pemkotdepok @LAPOR1708 Lampu Penerangan Jalan mati di area Komp. Mampang Indah Dua Kel Mampang Pancoran Mas. pic.twitter.com/6UQsVoOmg1
2018-03-25 12:47:00.000,9 penumpang GA291 MLG-CGK dr lounge ditgl tnp konfirmasi. Tdk ada pgln smp skrg msh tgg solusi. Garuda hrs tgjwb atas sgl kerugian. CC @IndonesiaGaruda @PemkotMalang @LAPOR1708 @kemenhub151
2018-03-25 12:15:00.000,"Iya buat yg ongkosnya pas""an kasian. Masa kita harus smp ngelompati gate nya kyk maling krn saldo hbs dan tdk ada petugas"
2018-03-25 11:23:00.000,https://www. facebook.com/groups/hallopr esiden/permalink/862968607246140/ … ayo @KPK_RI @DivHumas_Polri @TMCPoldaMetro @PolriMultimedia @CCICPolri @LAPOR1708 @jokowi sudah keterlaluan ini pic.twitter.com/82NHN1Xmua
2018-03-25 11:20:00.000,Silakan dukung @LAPOR1708 #1140094 PKL Di Lenteng agung https://www. lapor.go.id/id/1140094
2018-03-25 10:34:00.000,Mohon maaf keluhan sudah kami data mohon menunggu dihubungi oleh pihak Alfamart. :) ^ad
2018-03-25 10:30:00.000,Mohon maaf keluhan sudah kami data mohon menunggu dihubungi oleh pihak Alfamart. :) ^ad
2018-03-25 10:20:00.000,Bila 1 nasabah terblokir 50rb saja dikalikan jumlah nasabah BRI yang terblokir. Ini jumlah yg cukup besar utk diputar di pasar uang . Cc @lapor1708 @bank_indonesia @ylki_id @jokowi @radioelshinta @detikcom
2018-03-25 10:18:00.000,Saya curiga pemblokiran dana nasabah BRI ini adalah akal2an utk dapat dana murah yang dapat diputar di pasar uang guna menutup kebobolan kemarin Cc: @bank_indonesia @lapor1708 @ylki_id @radioelshinta @detikcom @jokowi
2018-03-25 10:11:00.000,Harusnya bank jg terkena aturan ISO27001 utk melindungi Nasabah cc: @lapor1708 @bank_indonesia @ylki_id @jokowi @divhumas_polri @detikcom @radioelshinta
2018-03-25 10:09:00.000,Bobolnya sistem itu bukan hanya dari kartu ATM.  masih ada banyak cara lain utk amankan dana nasabah. Cc: @lapor1708 @divhumas_polri @bank_indonesia @ylki_id @detikcom @radioelshinta @jokowi
2018-03-25 10:06:00.000,Kalau cara kerja bank main blokir spt ini sama saja menghambat program cashless society @bank_indonesia . Harusnya OJK dan @ylki_id tdk diam saja thd tindakan ini. Cc: @lapor1708 @radioelshinta @detikcom @divhumas_polri
2018-03-25 10:01:00.000,Tidak ada SMS ! Dan pemberitahuan apapun cc: @lapor1708 @bank_indonesia @ylki_id @divhumas_polri (cont) http:// tl.gd/nod19g
2018-03-25 08:53:00.000,Okay ditunggu hasil proses investigasi dan cek CCTV biar ada bukti dan tak da pihak2 yg berbohong serta saya punya bukti struk pewangi pakaian yg ditempel bonus sabun dan CCTV yg memperlihatkan kasir melepas label diskon serta bukti promo tebus diatas 50 rb.
2018-03-25 08:38:00.000,Hanya bisa bungkam n diam? Apakah begini hidup di negri ini? Sekali Lg saya tekankan bukan masalah nominal tp ini adalah masalah integritas dan tindakan kriminal dg merugikan masyarakat seperti ini. Bayangkan bagaimana hal ini menimpa org2 yg susah hidupnya?
2018-03-25 08:36:00.000,Kenapa Keadilan dan Kebenaran susah untuk diperjuangkan di negri ini? @Kemenkumham_RI saya berharap Bangsa ini bisa lebih Baik namun sangat disayangkan Keadilan susah dicari di negri ini. Percuma ada tempat Aduan kalo Tak bisa berbuat Apa2 --
2018-03-25 08:34:00.000,Berapa banyak keuntungan yg di dapat Transjkt Dengan Mengambil Saldo Penumpang seperti ini? Kali ja seminggu sebulan? Lalu kepada siapa Masyarakat meminta Bantuan jika Pihak Terkait tak mau Tanggung Jawab dan Pemerintah Diam? --
2018-03-25 08:31:00.000,@detikcom @tribunnews @CNNIndonesia Saya berharap Kasus ini bisa jd Perhatian Pemerintah Pemda maupun Presiden @LAPOR1708 Bukan perihal nominalnya tp ini perihal Kriminal bayangkan Jk kasus ini menimpa 10 org saja perhari? --
2018-03-24 23:49:00.000,Di back up sampai skrg laporan saya tidak ada tindak lanjut nya @BibitSamad @kanal_kpk @KPK_RI @LAPOR1708 @SatgasDanaDesa @Kemendagri_RI @KemenDesa @DivHumas_Polri
2018-03-24 22:30:00.000,Kalo untuk Jawa Barat terutama Kabupaten Indramayu sepertinya sulit buat lapor....karena dari atas sampe bawah sudah kongkalikong semua.
2018-03-24 22:03:00.000,Mohon maaf keluhan sudah kami proses melalui pesan Sahabat. :) ^ad
2018-03-24 21:51:00.000,@kontakBRI menutup akses ATM sepihak itu tindak pidana apalagi tanpa pemberitahuan apapun. Sayangnya bukan account US Dollar kalau account US Dollar saya laporkan ke Federal Reserve ! Cc : @lapor1708 @bank_indonesia @detikcom @radioelshinta @ylki_id
2018-03-24 21:40:00.000,Jd mikir beribu kali belanja di Alfamart kalo banyak nipu n bohong. Jangan buat trik marketing dg tindakan kriminal kayak begini. Hal ini bisa diadukan ke pihak berwajib lo! Bayangkan 100 org sj perhari ditipu kali 7 hr? Untung sy jeli!
2018-03-24 21:31:00.000,Kalo emang gak da bonus jgn di pasang stiker bonus di produk kalo gak da diskon jangan dikasih harga diskon di rak produk n kalo gak da promo jgn pula tulis promo di meja kasir. Dalam sekali belanja sj hari ini banyak penipuan n kriminal Alfamart.
2018-03-24 21:30:00.000,Karna hal ini sy jd was2 belanja di Alfamart saat sy up sate status di socmed sy n share ke teman2 ternyata mereka pernah mengalami hal ini. Kenapa bisa demikian ya? Bukan masalah seperak atau 2 perak tp ini perihal kejujuran n tindak kriminal --
2018-03-24 21:28:00.000,Kalo emang gak da bonus diskon serta promo sebaiknya Alfamart jangan nipu konsumen hal ini sering terjadi karna sy merasa dirugikan n ditipu n tak ingin banyak korban kayak sy maka sy perkarakan kasus ini --
2018-03-24 21:26:00.000,Ada beberapa poin aduan sy. Sy ulangi Lg 1. Bonus sabun ATA pembelian pewangi pakaian yg Nipu 2. Diskon atas Sabun Muka yg Bohong PD saat sy bayar bukan diskon kata kasir 3. Wafer 10 rb setelah bayar 50 rb keatas jg gk Bener --
2018-03-24 21:22:00.000,Baik keluhan akan kami follow up melalui pesan Sahabat. :) ^ad
2018-03-24 21:11:00.000,pic.twitter.com/obnS2f60Aa
2018-03-24 20:45:00.000,Sudah sy kirim pesan jg di @alfamart kronologis n struk sy rasa sudah jelas td seperti yg sy share sebelumnya. Kejadian ini bukan sekali duakali Alfamart kayak begini.
2018-03-24 20:41:00.000,Bukan indikasi tp emang penipuan dan merugikan sy sy Sangat2 tidak nyaman dg kejadian yg berulang ini masa tiap kali belanja harus cek n ricek Lg? Bonus bohongan diskon jg nipu n promo jg gak Bener. Koq Alfamart bisa kayak demikian?!
2018-03-24 20:41:00.000,Mohon maaf silahkan sampaikan keluhan melalui pesan agar kami proses Sahabat. :) ^ad
2018-03-24 20:41:00.000,Mohon maaf silahkan sampaikan keluhan melalui pesan agar kami proses Sahabat. :) ^ad
2018-03-24 20:38:00.000,Sudah sy share struk belanja sy hari ini. Karna keseringan makanya sy tiap kali belanja di Alfamart mulai jeli n teliti ternyata pas dicek Bener menemukan indikasi penipuan harga diskon promo n bonus di Alfamart Jati Jajar Baru malam ini
2018-03-24 20:36:00.000,@alfamart @sahabatalfamart @PontaID @LAPOR1708 @DivHumas_Polri @info_depok Bukti Struk Belanja di Alfamart Jati Jajar Baru 24 March 2018 19:20 yg mana sy dirugikan n ditipu oleh Pihak Alfamart Mulai Dr Harga Diskon Promo bahkan Bonus. pic.twitter.com/8k5x
2018-03-24 20:33:00.000,Nama Muhammad Sugero No HP 0813 63 444 999 sesuai Identitas Kartu Ponta Saya. Okay sy foto dulu struk nya.
2018-03-24 20:31:00.000,Kami mohon maaf atas ketidaknyamanannya. Mohon sertakan nama dan no hp yang dapat dihubungi ya untuk melengkapi keluhannya sertakan bukti transaksi melalui pesan. :) ^ad
2018-03-24 20:06:00.000,Maksud saya kejadiannya pada tanggal 24 march 2018 atau malam ini di jam 19:20 kasir atas nama Lela di Alfamart Jati Jajar Baru. Mohon ditindak laporan sy! Karna sy merasa dirugikan serta hal ini merupakan penipuan dan kriminal Dr pihak Alfamart!
2018-03-24 19:53:00.000,-- masa tiap belanja di Alfamart perlu bawa kalkulator serta foto dan video? Ribet gak nyaman n Sangat2 merugikan sy! Sy minta tanggung jawab dan kenapa bisa demikian?! Semoga tak banyak masyarakat yg ditipu kayak sy!
2018-03-24 19:51:00.000,Kalo pihak alfa gak percaya silangkan cek kartu Ponta sy lihat jumlah transaksi sy Pd 23 march 18 19:20 WIB atas nama kasir Lela. Sy minta penjelasan kenapa demikian? Atau sy akan sebar kasus ini ke seluruh socmed sy agar kalian lebih jujur --
2018-03-24 19:49:00.000,Dan struk 24 rban jd KLw ditotal belanja sy PD saat itu 80 rban. Sy tanya ke petugasnya lalu dia bilang belanja sy di bawah 50 rban pdhal Jelas2 struk kedua itu 54 rban atau KLw digabung struk 1 dan 2 itu 80 rban? Kenapa ya bisa begitu? --
